处方类型,CV_ka,CV_V,样本量,试验编号,GMR (%),90% CI 低 (%),90% CI 高 (%),均值差 (log),SE,是否通过BE
劣质处方,0.6,0.45,18,416,118.79,100.46,140.45,0.1721,0.0963,失败
劣质处方,0.6,0.45,18,417,132.2,110.49,158.17,0.2792,0.1031,失败
劣质处方,0.6,0.45,18,418,101.39,84.46,121.72,0.0138,0.1051,通过
劣质处方,0.6,0.45,18,419,127.0,110.41,146.09,0.239,0.0805,失败
劣质处方,0.6,0.45,18,420,109.07,91.29,130.31,0.0868,0.1023,失败
劣质处方,0.6,0.45,18,421,110.68,87.25,140.41,0.1015,0.1368,失败
劣质处方,0.6,0.45,18,422,95.68,81.25,112.66,-0.0442,0.0939,通过
劣质处方,0.6,0.45,18,423,111.62,96.05,129.71,0.1099,0.0864,失败
劣质处方,0.6,0.45,18,424,111.7,95.74,130.34,0.1107,0.0887,失败
劣质处方,0.6,0.45,18,425,106.91,92.33,123.79,0.0668,0.0843,通过
劣质处方,0.6,0.45,18,426,115.83,97.94,136.98,0.147,0.0964,失败
劣质处方,0.6,0.45,18,427,91.09,79.19,104.78,-0.0933,0.0805,失败
劣质处方,0.6,0.45,18,428,115.99,96.15,139.92,0.1483,0.1078,失败
劣质处方,0.6,0.45,18,429,118.27,97.18,143.93,0.1678,0.1129,失败
劣质处方,0.6,0.45,18,430,119.42,99.32,143.59,0.1775,0.1059,失败
劣质处方,0.6,0.45,18,431,119.22,98.53,144.25,0.1758,0.1096,失败
劣质处方,0.6,0.45,18,432,111.28,97.29,127.28,0.1069,0.0772,失败
劣质处方,0.6,0.45,18,433,94.97,81.29,110.96,-0.0516,0.0894,通过
劣质处方,0.6,0.45,18,434,105.04,88.6,124.52,0.0491,0.0978,通过
劣质处方,0.6,0.45,18,435,94.93,75.63,119.14,-0.0521,0.1306,失败
劣质处方,0.6,0.45,18,436,108.0,88.99,131.08,0.077,0.1113,失败
劣质处方,0.6,0.45,18,437,107.18,87.1,131.9,0.0693,0.1193,失败
劣质处方,0.6,0.45,18,438,126.82,104.15,154.43,0.2376,0.1132,失败
劣质处方,0.6,0.45,18,439,110.05,92.72,130.61,0.0957,0.0985,失败
劣质处方,0.6,0.45,18,440,105.3,87.52,126.7,0.0516,0.1063,失败
劣质处方,0.6,0.45,18,441,113.61,98.46,131.1,0.1276,0.0823,失败
劣质处方,0.6,0.45,18,442,110.92,94.33,130.43,0.1037,0.0931,失败
劣质处方,0.6,0.45,18,443,106.04,84.32,133.35,0.0586,0.1317,失败
劣质处方,0.6,0.45,18,444,87.6,76.9,99.81,-0.1323,0.075,失败
劣质处方,0.6,0.45,18,445,116.34,97.22,139.22,0.1513,0.1032,失败
劣质处方,0.6,0.45,18,446,105.33,87.04,127.46,0.0519,0.1097,失败
劣质处方,0.6,0.45,18,447,119.54,97.99,145.83,0.1785,0.1143,失败
劣质处方,0.6,0.45,18,448,105.82,87.68,127.72,0.0566,0.1081,失败
劣质处方,0.6,0.45,18,449,121.06,96.14,152.45,0.1912,0.1325,失败
劣质处方,0.6,0.45,18,450,112.18,94.59,133.03,0.1149,0.098,失败
劣质处方,0.6,0.45,18,451,110.27,88.66,137.15,0.0978,0.1254,失败
劣质处方,0.6,0.45,18,452,107.19,90.93,126.36,0.0694,0.0946,失败
劣质处方,0.6,0.45,18,453,105.25,85.38,129.75,0.0512,0.1203,失败
劣质处方,0.6,0.45,18,454,116.3,99.45,136.01,0.151,0.09,失败
劣质处方,0.6,0.45,18,455,99.95,83.77,119.25,-0.0005,0.1015,通过
劣质处方,0.6,0.45,18,456,96.4,80.26,115.78,-0.0367,0.1053,通过
劣质处方,0.6,0.45,18,457,92.36,81.09,105.19,-0.0795,0.0748,通过
劣质处方,0.6,0.45,18,458,116.96,97.54,140.26,0.1567,0.1044,失败
劣质处方,0.6,0.45,18,459,132.63,113.24,155.34,0.2824,0.0909,失败
劣质处方,0.6,0.45,18,460,111.86,94.09,132.99,0.1121,0.0995,失败
劣质处方,0.6,0.45,18,461,110.39,89.47,136.2,0.0988,0.1208,失败
劣质处方,0.6,0.45,18,462,134.45,115.26,156.84,0.2961,0.0885,失败
劣质处方,0.6,0.45,18,463,118.62,96.04,146.52,0.1708,0.1214,失败
劣质处方,0.6,0.45,18,464,104.27,93.53,116.25,0.0418,0.0625,通过
劣质处方,0.6,0.45,18,465,103.14,83.04,128.1,0.0309,0.1246,失败
劣质处方,0.6,0.45,18,466,108.36,94.14,124.74,0.0803,0.0809,通过
劣质处方,0.6,0.45,18,467,106.79,91.19,125.06,0.0657,0.0908,失败
劣质处方,0.6,0.45,18,468,92.03,73.05,115.93,-0.0831,0.1328,失败
劣质处方,0.6,0.45,18,469,105.1,92.89,118.92,0.0498,0.071,通过
劣质处方,0.6,0.45,18,470,101.56,85.98,119.97,0.0155,0.0957,通过
劣质处方,0.6,0.45,18,471,109.99,91.38,132.4,0.0952,0.1066,失败
劣质处方,0.6,0.45,18,472,102.71,84.18,125.33,0.0268,0.1144,失败
劣质处方,0.6,0.45,18,473,100.6,87.59,115.53,0.006,0.0796,通过
劣质处方,0.6,0.45,18,474,106.44,88.38,128.2,0.0625,0.1069,失败
劣质处方,0.6,0.45,18,475,119.86,102.85,139.68,0.1811,0.088,失败
劣质处方,0.6,0.45,18,476,126.57,106.52,150.4,0.2356,0.0992,失败
劣质处方,0.6,0.45,18,477,103.42,83.05,128.78,0.0336,0.1261,失败
劣质处方,0.6,0.45,18,478,114.13,98.11,132.76,0.1322,0.0869,失败
劣质处方,0.6,0.45,18,479,113.98,96.74,134.28,0.1308,0.0943,失败
劣质处方,0.6,0.45,18,480,124.34,105.54,146.49,0.2179,0.0942,失败
劣质处方,0.6,0.45,18,481,104.73,87.3,125.65,0.0462,0.1047,失败
劣质处方,0.6,0.45,18,482,108.86,94.68,125.16,0.0849,0.0802,失败
劣质处方,0.6,0.45,18,483,124.86,104.97,148.51,0.222,0.0997,失败
劣质处方,0.6,0.45,18,484,109.82,95.6,126.15,0.0936,0.0797,失败
劣质处方,0.6,0.45,18,485,114.0,95.32,136.34,0.131,0.1029,失败
劣质处方,0.6,0.45,18,486,112.37,94.56,133.52,0.1166,0.0992,失败
劣质处方,0.6,0.45,18,487,123.66,105.85,144.46,0.2124,0.0894,失败
劣质处方,0.6,0.45,18,488,110.39,96.62,126.11,0.0988,0.0765,失败
劣质处方,0.6,0.45,18,489,109.98,94.55,127.93,0.0951,0.0869,失败
劣质处方,0.6,0.45,18,490,101.86,83.3,124.55,0.0184,0.1156,通过
劣质处方,0.6,0.45,18,491,107.64,93.06,124.5,0.0736,0.0837,通过
劣质处方,0.6,0.45,18,492,109.29,93.51,127.75,0.0889,0.0897,失败
劣质处方,0.6,0.45,18,493,122.44,108.23,138.51,0.2024,0.0709,失败
劣质处方,0.6,0.45,18,494,128.62,105.95,156.15,0.2517,0.1115,失败
劣质处方,0.6,0.45,18,495,90.32,73.73,110.64,-0.1019,0.1167,失败
劣质处方,0.6,0.45,18,496,110.55,85.84,142.38,0.1003,0.1454,失败
劣质处方,0.6,0.45,18,497,129.38,112.07,149.37,0.2576,0.0826,失败
劣质处方,0.6,0.45,18,498,122.7,99.19,151.79,0.2046,0.1223,失败
劣质处方,0.6,0.45,18,499,101.26,86.74,118.22,0.0125,0.089,通过
劣质处方,0.6,0.45,18,500,116.81,94.48,144.42,0.1554,0.122,失败
劣质处方,0.6,0.45,24,1,112.1,98.07,128.14,0.1142,0.078,失败
劣质处方,0.6,0.45,24,2,106.49,94.61,119.87,0.0629,0.069,通过
劣质处方,0.6,0.45,24,3,118.37,103.27,135.68,0.1687,0.0796,失败
劣质处方,0.6,0.45,24,4,101.01,88.88,114.8,0.01,0.0747,通过
劣质处方,0.6,0.45,24,5,99.57,86.58,114.51,-0.0043,0.0816,通过
劣质处方,0.6,0.45,24,6,111.64,98.68,126.3,0.1101,0.072,失败
劣质处方,0.6,0.45,24,7,131.51,110.66,156.3,0.2739,0.1007,失败
劣质处方,0.6,0.45,24,8,117.14,101.75,134.86,0.1582,0.0822,失败
劣质处方,0.6,0.45,24,9,119.03,98.49,143.84,0.1742,0.1105,失败
劣质处方,0.6,0.45,24,10,108.88,94.61,125.31,0.0851,0.082,失败
劣质处方,0.6,0.45,24,11,100.28,88.25,113.94,0.0028,0.0745,通过
劣质处方,0.6,0.45,24,12,92.61,79.78,107.51,-0.0767,0.087,失败
劣质处方,0.6,0.45,24,13,111.31,93.37,132.71,0.1072,0.1026,失败
劣质处方,0.6,0.45,24,14,125.39,108.36,145.1,0.2263,0.0852,失败
劣质处方,0.6,0.45,24,15,107.06,90.06,127.26,0.0682,0.1009,失败
劣质处方,0.6,0.45,24,16,106.99,95.73,119.58,0.0675,0.0649,通过
劣质处方,0.6,0.45,24,17,97.76,84.18,113.53,-0.0227,0.0873,通过
劣质处方,0.6,0.45,24,18,122.33,106.06,141.1,0.2016,0.0833,失败
劣质处方,0.6,0.45,24,19,107.78,95.79,121.27,0.0749,0.0688,通过
劣质处方,0.6,0.45,24,20,111.96,96.68,129.66,0.113,0.0856,失败
劣质处方,0.6,0.45,24,21,91.95,81.74,103.44,-0.0839,0.0687,通过
劣质处方,0.6,0.45,24,22,122.41,104.96,142.76,0.2022,0.0897,失败
劣质处方,0.6,0.45,24,23,124.59,105.84,146.65,0.2198,0.0951,失败
劣质处方,0.6,0.45,24,24,118.61,97.83,143.8,0.1707,0.1124,失败
劣质处方,0.6,0.45,24,25,120.31,102.86,140.73,0.1849,0.0914,失败
劣质处方,0.6,0.45,24,26,106.74,89.41,127.43,0.0653,0.1034,失败
劣质处方,0.6,0.45,24,27,115.96,102.36,131.37,0.1481,0.0728,失败
劣质处方,0.6,0.45,24,28,106.94,95.54,119.69,0.0671,0.0657,通过
劣质处方,0.6,0.45,24,29,102.4,86.16,121.69,0.0237,0.1007,通过
劣质处方,0.6,0.45,24,30,92.47,79.53,107.51,-0.0783,0.0879,失败
劣质处方,0.6,0.45,24,31,115.63,97.45,137.2,0.1452,0.0998,失败
劣质处方,0.6,0.45,24,32,104.71,88.25,124.23,0.046,0.0998,通过
劣质处方,0.6,0.45,24,33,104.07,89.74,120.7,0.0399,0.0865,通过
劣质处方,0.6,0.45,24,34,115.13,98.97,133.92,0.1409,0.0882,失败
劣质处方,0.6,0.45,24,35,106.33,93.16,121.35,0.0614,0.0771,通过
劣质处方,0.6,0.45,24,36,119.56,100.51,142.23,0.1787,0.1013,失败
劣质处方,0.6,0.45,24,37,111.94,97.06,129.1,0.1128,0.0832,失败
劣质处方,0.6,0.45,24,38,101.7,88.64,116.7,0.0169,0.0802,通过
劣质处方,0.6,0.45,24,39,103.65,87.76,122.42,0.0359,0.0971,通过
劣质处方,0.6,0.45,24,40,98.32,84.59,114.27,-0.0169,0.0877,通过
劣质处方,0.6,0.45,24,41,105.03,91.01,121.21,0.0491,0.0836,通过
劣质处方,0.6,0.45,24,42,87.37,75.31,101.35,-0.1351,0.0867,失败
劣质处方,0.6,0.45,24,43,124.03,105.33,146.06,0.2154,0.0954,失败
劣质处方,0.6,0.45,24,44,95.32,83.05,109.41,-0.0479,0.0804,通过
劣质处方,0.6,0.45,24,45,120.49,103.29,140.55,0.1864,0.0898,失败
劣质处方,0.6,0.45,24,46,110.46,93.99,129.8,0.0994,0.0942,失败
劣质处方,0.6,0.45,24,47,110.54,99.44,122.87,0.1002,0.0617,通过
劣质处方,0.6,0.45,24,48,104.88,89.35,123.12,0.0477,0.0935,通过
劣质处方,0.6,0.45,24,49,108.78,93.02,127.2,0.0841,0.0913,失败
劣质处方,0.6,0.45,24,50,110.63,92.94,131.69,0.101,0.1017,失败
劣质处方,0.6,0.45,24,51,106.09,91.13,123.51,0.0591,0.0887,通过
劣质处方,0.6,0.45,24,52,103.8,88.0,122.44,0.0373,0.0964,通过
劣质处方,0.6,0.45,24,53,105.17,90.96,121.61,0.0504,0.0847,通过
劣质处方,0.6,0.45,24,54,99.16,86.29,113.94,-0.0085,0.0811,通过
劣质处方,0.6,0.45,24,55,99.5,85.93,115.22,-0.005,0.0856,通过
劣质处方,0.6,0.45,24,56,121.57,107.14,137.93,0.1953,0.0737,失败
劣质处方,0.6,0.45,24,57,109.8,91.08,132.38,0.0935,0.1091,失败
劣质处方,0.6,0.45,24,58,121.38,106.0,138.99,0.1938,0.079,失败
劣质处方,0.6,0.45,24,59,98.12,87.22,110.38,-0.019,0.0687,通过
劣质处方,0.6,0.45,24,60,102.65,86.41,121.94,0.0261,0.1005,通过
劣质处方,0.6,0.45,24,61,100.76,85.85,118.27,0.0076,0.0935,通过
劣质处方,0.6,0.45,24,62,107.07,95.77,119.71,0.0683,0.0651,通过
劣质处方,0.6,0.45,24,63,105.5,90.82,122.55,0.0535,0.0874,通过
劣质处方,0.6,0.45,24,64,121.56,106.29,139.01,0.1952,0.0783,失败
劣质处方,0.6,0.45,24,65,99.37,85.5,115.49,-0.0063,0.0877,通过
劣质处方,0.6,0.45,24,66,98.04,82.9,115.94,-0.0198,0.0978,通过
劣质处方,0.6,0.45,24,67,106.55,92.16,123.19,0.0634,0.0847,通过
劣质处方,0.6,0.45,24,68,114.77,97.9,134.55,0.1378,0.0928,失败
劣质处方,0.6,0.45,24,69,94.22,80.23,110.64,-0.0596,0.0937,通过
劣质处方,0.6,0.45,24,70,97.6,83.28,114.38,-0.0243,0.0926,通过
劣质处方,0.6,0.45,24,71,117.25,100.41,136.9,0.1591,0.0904,失败
劣质处方,0.6,0.45,24,72,108.05,90.05,129.65,0.0774,0.1063,失败
劣质处方,0.6,0.45,24,73,92.47,77.44,110.42,-0.0783,0.1035,失败
劣质处方,0.6,0.45,24,74,108.37,92.96,126.34,0.0804,0.0895,失败
劣质处方,0.6,0.45,24,75,100.47,82.1,122.95,0.0047,0.1178,通过
劣质处方,0.6,0.45,24,76,121.13,105.64,138.89,0.1917,0.0798,失败
劣质处方,0.6,0.45,24,77,103.92,85.72,125.99,0.0384,0.1124,失败
劣质处方,0.6,0.45,24,78,119.39,104.46,136.45,0.1772,0.078,失败
劣质处方,0.6,0.45,24,79,104.08,90.53,119.66,0.04,0.0814,通过
劣质处方,0.6,0.45,24,80,104.17,89.47,121.27,0.0408,0.0887,通过
劣质处方,0.6,0.45,24,81,96.42,87.35,106.42,-0.0365,0.0576,通过
劣质处方,0.6,0.45,24,82,115.81,98.38,136.32,0.1467,0.0951,失败
劣质处方,0.6,0.45,24,83,109.83,97.08,124.27,0.0938,0.072,通过
劣质处方,0.6,0.45,24,84,115.46,100.47,132.68,0.1438,0.0811,失败
劣质处方,0.6,0.45,24,85,100.54,86.53,116.81,0.0054,0.0875,通过
劣质处方,0.6,0.45,24,86,115.18,102.35,129.63,0.1414,0.0689,失败
劣质处方,0.6,0.45,24,87,128.38,109.09,151.09,0.2498,0.095,失败
劣质处方,0.6,0.45,24,88,113.61,99.17,130.16,0.1276,0.0793,失败
劣质处方,0.6,0.45,24,89,111.05,93.14,132.42,0.1048,0.1027,失败
劣质处方,0.6,0.45,24,90,115.3,96.36,137.98,0.1424,0.1047,失败
劣质处方,0.6,0.45,24,91,88.24,74.81,104.08,-0.1251,0.0963,失败
劣质处方,0.6,0.45,24,92,111.82,98.69,126.7,0.1118,0.0729,失败
劣质处方,0.6,0.45,24,93,118.64,104.2,135.07,0.1709,0.0757,失败
劣质处方,0.6,0.45,24,94,94.57,83.5,107.09,-0.0559,0.0726,通过
劣质处方,0.6,0.45,24,95,126.97,110.37,146.08,0.2388,0.0818,失败
劣质处方,0.6,0.45,24,96,95.84,83.12,110.5,-0.0425,0.0831,通过
劣质处方,0.6,0.45,24,97,100.71,88.37,114.79,0.0071,0.0763,通过
劣质处方,0.6,0.45,24,98,111.93,99.1,126.43,0.1127,0.071,失败
劣质处方,0.6,0.45,24,99,117.73,102.64,135.04,0.1632,0.0801,失败
劣质处方,0.6,0.45,24,100,118.6,100.28,140.27,0.1706,0.0979,失败
劣质处方,0.6,0.45,24,101,107.7,92.69,125.14,0.0742,0.0876,失败
劣质处方,0.6,0.45,24,102,108.04,90.16,129.47,0.0773,0.1056,失败
劣质处方,0.6,0.45,24,103,89.81,77.16,104.54,-0.1075,0.0886,失败
劣质处方,0.6,0.45,24,104,108.61,95.13,124.0,0.0826,0.0773,通过
劣质处方,0.6,0.45,24,105,116.02,101.41,132.75,0.1486,0.0786,失败
劣质处方,0.6,0.45,24,106,118.67,103.54,136.01,0.1712,0.0796,失败
劣质处方,0.6,0.45,24,107,116.4,97.09,139.56,0.1519,0.1059,失败
劣质处方,0.6,0.45,24,108,106.96,92.21,124.06,0.0672,0.0865,通过
劣质处方,0.6,0.45,24,109,125.76,109.0,145.08,0.2292,0.0834,失败
劣质处方,0.6,0.45,24,110,102.66,88.5,119.07,0.0262,0.0865,通过
劣质处方,0.6,0.45,24,111,117.31,96.35,142.84,0.1597,0.1149,失败
劣质处方,0.6,0.45,24,112,104.65,92.84,117.97,0.0455,0.0699,通过
劣质处方,0.6,0.45,24,113,114.62,99.37,132.22,0.1365,0.0833,失败
劣质处方,0.6,0.45,24,114,116.43,99.66,136.02,0.1521,0.0907,失败
劣质处方,0.6,0.45,24,115,110.25,94.81,128.21,0.0976,0.088,失败
劣质处方,0.6,0.45,24,116,113.5,96.04,134.13,0.1266,0.0975,失败
劣质处方,0.6,0.45,24,117,111.94,96.85,129.37,0.1128,0.0845,失败
劣质处方,0.6,0.45,24,118,98.03,86.01,111.72,-0.0199,0.0763,通过
劣质处方,0.6,0.45,24,119,108.24,95.24,123.01,0.0792,0.0746,通过
劣质处方,0.6,0.45,24,120,101.81,86.46,119.89,0.018,0.0954,通过
劣质处方,0.6,0.45,24,121,94.66,83.69,107.06,-0.0549,0.0718,通过
劣质处方,0.6,0.45,24,122,108.75,95.11,124.35,0.0839,0.0782,通过
劣质处方,0.6,0.45,24,123,111.76,94.87,131.67,0.1112,0.0956,失败
劣质处方,0.6,0.45,24,124,113.56,100.14,128.79,0.1272,0.0734,失败
劣质处方,0.6,0.45,24,125,112.64,96.24,131.84,0.1191,0.0918,失败
劣质处方,0.6,0.45,24,126,99.14,87.52,112.3,-0.0087,0.0727,通过
劣质处方,0.6,0.45,24,127,115.13,98.33,134.81,0.1409,0.0921,失败
劣质处方,0.6,0.45,24,128,104.7,88.85,123.38,0.0459,0.0958,通过
劣质处方,0.6,0.45,24,129,102.18,82.59,126.43,0.0216,0.1242,失败
劣质处方,0.6,0.45,24,130,107.18,88.8,129.38,0.0694,0.1098,失败
劣质处方,0.6,0.45,24,131,115.53,101.64,131.32,0.1444,0.0747,失败
劣质处方,0.6,0.45,24,132,117.44,99.77,138.23,0.1607,0.0951,失败
劣质处方,0.6,0.45,24,133,109.07,94.03,126.52,0.0869,0.0866,失败
劣质处方,0.6,0.45,24,134,117.18,99.92,137.42,0.1585,0.093,失败
劣质处方,0.6,0.45,24,135,122.5,106.67,140.67,0.2029,0.0807,失败
劣质处方,0.6,0.45,24,136,104.78,93.22,117.77,0.0466,0.0682,通过
劣质处方,0.6,0.45,24,137,104.87,89.57,122.79,0.0475,0.092,通过
劣质处方,0.6,0.45,24,138,99.58,88.3,112.3,-0.0042,0.0701,通过
劣质处方,0.6,0.45,24,139,115.79,102.19,131.2,0.1466,0.0729,失败
劣质处方,0.6,0.45,24,140,106.16,89.94,125.3,0.0597,0.0968,失败
劣质处方,0.6,0.45,24,141,127.56,108.7,149.69,0.2434,0.0934,失败
劣质处方,0.6,0.45,24,142,113.78,96.53,134.11,0.1291,0.0959,失败
劣质处方,0.6,0.45,24,143,106.9,94.12,121.42,0.0668,0.0743,通过
劣质处方,0.6,0.45,24,144,104.22,91.1,119.22,0.0413,0.0785,通过
劣质处方,0.6,0.45,24,145,120.36,101.62,142.54,0.1853,0.0987,失败
劣质处方,0.6,0.45,24,146,107.81,95.52,121.68,0.0752,0.0706,通过
劣质处方,0.6,0.45,24,147,117.41,102.13,134.97,0.1605,0.0813,失败
劣质处方,0.6,0.45,24,148,105.22,91.3,121.27,0.0509,0.0828,通过
劣质处方,0.6,0.45,24,149,105.2,91.37,121.13,0.0507,0.0822,通过
劣质处方,0.6,0.45,24,150,133.03,113.69,155.67,0.2854,0.0917,失败
劣质处方,0.6,0.45,24,151,108.32,95.69,122.62,0.0799,0.0723,通过
劣质处方,0.6,0.45,24,152,102.63,88.25,119.35,0.026,0.0881,通过
劣质处方,0.6,0.45,24,153,129.11,110.52,150.81,0.2555,0.0907,失败
劣质处方,0.6,0.45,24,154,110.21,97.79,124.22,0.0972,0.0698,通过
劣质处方,0.6,0.45,24,155,105.35,91.04,121.91,0.0521,0.0852,通过
劣质处方,0.6,0.45,24,156,100.69,88.95,113.97,0.0068,0.0723,通过
劣质处方,0.6,0.45,24,157,133.94,115.65,155.11,0.2922,0.0856,失败
劣质处方,0.6,0.45,24,158,118.59,103.99,135.25,0.1705,0.0767,失败
劣质处方,0.6,0.45,24,159,121.01,106.98,136.87,0.1907,0.0719,失败
劣质处方,0.6,0.45,24,160,100.4,87.48,115.23,0.004,0.0804,通过
劣质处方,0.6,0.45,24,161,107.7,95.48,121.49,0.0742,0.0703,通过
劣质处方,0.6,0.45,24,162,114.62,97.49,134.77,0.1365,0.0945,失败
劣质处方,0.6,0.45,24,163,108.46,93.03,126.45,0.0812,0.0895,失败
劣质处方,0.6,0.45,24,164,104.04,91.0,118.95,0.0396,0.0782,通过
劣质处方,0.6,0.45,24,165,106.73,89.23,127.66,0.0651,0.1045,失败
劣质处方,0.6,0.45,24,166,135.62,122.04,150.71,0.3047,0.0616,失败
劣质处方,0.6,0.45,24,167,101.1,85.54,119.49,0.011,0.0975,通过
劣质处方,0.6,0.45,24,168,119.64,101.93,140.42,0.1793,0.0935,失败
劣质处方,0.6,0.45,24,169,92.06,81.5,103.97,-0.0828,0.071,通过
劣质处方,0.6,0.45,24,170,114.98,101.73,129.95,0.1396,0.0714,失败
劣质处方,0.6,0.45,24,171,106.68,93.15,122.19,0.0647,0.0792,通过
劣质处方,0.6,0.45,24,172,117.18,101.04,135.9,0.1585,0.0865,失败
劣质处方,0.6,0.45,24,173,105.19,93.69,118.1,0.0506,0.0676,通过
劣质处方,0.6,0.45,24,174,129.13,114.38,145.78,0.2556,0.0708,失败
劣质处方,0.6,0.45,24,175,110.74,94.31,130.03,0.102,0.0937,失败
劣质处方,0.6,0.45,24,176,102.83,88.64,119.28,0.0279,0.0866,通过
劣质处方,0.6,0.45,24,177,107.66,92.42,125.41,0.0738,0.089,失败
劣质处方,0.6,0.45,24,178,103.68,91.07,118.04,0.0362,0.0757,通过
劣质处方,0.6,0.45,24,179,107.85,94.23,123.44,0.0756,0.0788,通过
劣质处方,0.6,0.45,24,180,119.92,103.98,138.3,0.1816,0.0832,失败
劣质处方,0.6,0.45,24,181,132.86,111.51,158.3,0.2841,0.1022,失败
劣质处方,0.6,0.45,24,182,112.79,98.06,129.73,0.1203,0.0816,失败
劣质处方,0.6,0.45,24,183,107.37,91.98,125.33,0.0711,0.0903,失败
劣质处方,0.6,0.45,24,184,132.01,114.95,151.59,0.2777,0.0807,失败
劣质处方,0.6,0.45,24,185,112.02,94.34,133.02,0.1135,0.1002,失败
劣质处方,0.6,0.45,24,186,115.99,99.87,134.72,0.1484,0.0873,失败
劣质处方,0.6,0.45,24,187,102.25,85.62,122.12,0.0223,0.1036,通过
劣质处方,0.6,0.45,24,188,112.95,94.91,134.41,0.1217,0.1015,失败
劣质处方,0.6,0.45,24,189,117.49,101.35,136.2,0.1612,0.0862,失败
劣质处方,0.6,0.45,24,190,119.27,105.05,135.41,0.1762,0.074,失败
劣质处方,0.6,0.45,24,191,120.1,103.59,139.24,0.1832,0.0863,失败
劣质处方,0.6,0.45,24,192,110.46,92.53,131.87,0.0995,0.1034,失败
劣质处方,0.6,0.45,24,193,121.4,107.01,137.73,0.1939,0.0736,失败
劣质处方,0.6,0.45,24,194,98.07,84.77,113.44,-0.0195,0.085,通过
劣质处方,0.6,0.45,24,195,108.0,91.86,126.98,0.077,0.0944,失败
劣质处方,0.6,0.45,24,196,130.85,115.11,148.74,0.2689,0.0748,失败
劣质处方,0.6,0.45,24,197,101.65,87.23,118.45,0.0163,0.0893,通过
劣质处方,0.6,0.45,24,198,123.01,106.17,142.52,0.2071,0.0859,失败
劣质处方,0.6,0.45,24,199,105.86,93.57,119.77,0.057,0.072,通过
劣质处方,0.6,0.45,24,200,109.82,95.13,126.78,0.0937,0.0838,失败
劣质处方,0.6,0.45,24,201,117.99,102.53,135.77,0.1654,0.0819,失败
劣质处方,0.6,0.45,24,202,88.64,75.84,103.61,-0.1206,0.091,失败
劣质处方,0.6,0.45,24,203,118.4,98.23,142.69,0.1689,0.1089,失败
劣质处方,0.6,0.45,24,204,106.85,91.97,124.13,0.0662,0.0875,通过
劣质处方,0.6,0.45,24,205,109.59,94.46,127.14,0.0916,0.0867,失败
劣质处方,0.6,0.45,24,206,119.53,102.73,139.07,0.1784,0.0884,失败
劣质处方,0.6,0.45,24,207,115.82,98.32,136.44,0.1469,0.0956,失败
劣质处方,0.6,0.45,24,208,135.23,115.24,158.69,0.3018,0.0933,失败
劣质处方,0.6,0.45,24,209,103.15,87.56,121.5,0.031,0.0956,通过
劣质处方,0.6,0.45,24,210,102.42,90.52,115.89,0.024,0.0721,通过
劣质处方,0.6,0.45,24,211,107.48,91.83,125.8,0.0722,0.0918,失败
劣质处方,0.6,0.45,24,212,97.17,84.52,111.7,-0.0287,0.0813,通过
劣质处方,0.6,0.45,24,213,101.81,84.57,122.57,0.018,0.1082,通过
劣质处方,0.6,0.45,24,214,102.61,87.64,120.13,0.0258,0.092,通过
劣质处方,0.6,0.45,24,215,95.94,82.71,111.29,-0.0414,0.0866,通过
劣质处方,0.6,0.45,24,216,109.51,94.08,127.46,0.0908,0.0886,失败
劣质处方,0.6,0.45,24,217,96.95,80.72,116.44,-0.031,0.1069,通过
劣质处方,0.6,0.45,24,218,104.62,90.05,121.54,0.0451,0.0875,通过
劣质处方,0.6,0.45,24,219,132.76,109.31,161.24,0.2834,0.1134,失败
劣质处方,0.6,0.45,24,220,125.15,111.88,139.98,0.2243,0.0654,失败
劣质处方,0.6,0.45,24,221,120.88,102.81,142.12,0.1896,0.0944,失败
劣质处方,0.6,0.45,24,222,121.64,105.66,140.03,0.1959,0.0821,失败
劣质处方,0.6,0.45,24,223,103.46,91.43,117.06,0.034,0.0721,通过
劣质处方,0.6,0.45,24,224,94.92,82.84,108.76,-0.0522,0.0794,通过
劣质处方,0.6,0.45,24,225,112.33,92.48,136.44,0.1163,0.1135,失败
劣质处方,0.6,0.45,24,226,110.57,93.45,130.84,0.1005,0.0982,失败
劣质处方,0.6,0.45,24,227,103.07,93.13,114.07,0.0303,0.0592,通过
劣质处方,0.6,0.45,24,228,110.78,96.41,127.3,0.1024,0.0811,失败
劣质处方,0.6,0.45,24,229,104.35,91.98,118.39,0.0426,0.0736,通过
劣质处方,0.6,0.45,24,230,118.55,103.49,135.81,0.1702,0.0793,失败
劣质处方,0.6,0.45,24,231,97.61,84.88,112.25,-0.0242,0.0815,通过
劣质处方,0.6,0.45,24,232,119.38,102.07,139.61,0.1771,0.0914,失败
劣质处方,0.6,0.45,24,233,109.53,91.44,131.19,0.091,0.1053,失败
劣质处方,0.6,0.45,24,234,104.02,86.59,124.96,0.0394,0.107,通过
劣质处方,0.6,0.45,24,235,99.95,87.0,114.81,-0.0005,0.0809,通过
劣质处方,0.6,0.45,24,236,107.14,88.55,129.63,0.069,0.1112,失败
劣质处方,0.6,0.45,24,237,122.82,102.68,146.91,0.2055,0.1045,失败
劣质处方,0.6,0.45,24,238,114.56,100.13,131.08,0.136,0.0786,失败
劣质处方,0.6,0.45,24,239,115.57,103.89,128.56,0.1447,0.0622,失败
